name	stars	title	content
Kathy S.	5	Love it!	I apply this every night before bed.
Dottie S.	5	Just right !	Not sticky, just creamy and light
Dawn D.	5	Perfection!	The color palette is amazing! I will definitely be a return customer. The color lasts and looks great. Shipping was very fast as well. Bravo 👏👏👏
Wanda H.	5	Perfect!	I never wore lipstick because it felt heavy on ! lips. But, this is so "soft" and weightless. I love it!
Jill A.	5	goes with everything	Pretty N' Pink is just as the name says. I wear it frequently.
Dawn D.	5	Perfection!	The color palette is amazing! I will definitely be a return customer. The color lasts and looks great. Shipping was very fast as well. Bravo 👏👏👏
Gale M.	5	Love this lipstick! Color is	Love this lipstick! Color is great, doesn’t bleed and is a great moisturizer. Definitely will buy again & again! Plus I think it is wonderful that ColorThe World is giving back to help save our world!
Ann B.	5	Best lipstick ever	I have always had a problem with lipsticks. The color changing, bleeding, not lasting...you name it. This lipstick solves all of these problems. It's become my only lipstick. Have several as I keep one at home, one in my purse, one in my toiletry bag. Plus the extras of different shades. Glad I found this brand!
Beth D.	5	Beautiful colors	The colors are vibrant, and the lipsticks are soft. I love them!
Michelina w.	5	my fav	Surfberry is my new favorite color! Great for cool toned gals.
Maryjo P.	5	Creamy and comfortable!	Creamy and comfortable!
Stasi S.	5	Best find ever🙂	I love this product. Love the colors , love the packaging , love that I’m helping someone by my purchase. Love the fact that as older woman it doesn’t run.  Best find ever 👍I just ordered another color.
Mary B.	5	Truly love it!	Love "Mint to Be" I wear it everyday alone or under lipstick. It feels fantastic. I'll never use Chapstick again
Maryjo P.	5	Creamy and comfortable!	Creamy and comfortable!
Stasi S.	5	Best find ever🙂	I love this product. Love the colors , love the packaging , love that I’m helping someone by my purchase. Love the fact that as older woman it doesn’t run.  Best find ever 👍I just ordered another color.
Mary B.	5	Truly love it!	Love "Mint to Be" I wear it everyday alone or under lipstick. It feels fantastic. I'll never use Chapstick again
Melissa	5	Independent not for me, but Dreamer ... YES!!	This color is too light for me, but luckily I found Dreamer, so I could always use both at the same time. Dreamer is the one I prefer. It is almost identical to the Mulberry 701 by L'Oreal which they discontinued years ago. I came upon this site and checked to see if they had anything close. Just decided to wing it and purchase Dreamer since it has a medium shade of purple in it. Bingo! It's perfect and now I not only have my shade available to me, but it's Vegan! Also, I must add customer service here is phenomenal. I got my first lipstick and tried it on immediately. Got the second one, did the same, but it smashed. I had no idea we had to wait 4 hours due to hot weather. Never saw the tiny tiny lettering on the receipt until I looked at it for a phone number. Then I saw the information. Needless to say I wrote CS immediately and got a fairly quick response. They were happy to replace it for free and shipped it immediately. Received the new tube within a couple days. Trust me, I will never smash another one again. lol Definitely try these lipsticks!
Barbara T.	5	Huntress	Love, love, love the color! How to select the right shade was a big help. The lipstick is perfect for my skin tone. I’m ordering another one!
K.C.	5	Tickled Pink	LOVE the color!!
Roeann	5	The Best Lipstick	This is the best lipstick I have ever used. Better than the most expensive brands I've purchased. Wonderful moisturizing and stays in place. Last a long time once applied. I highly recommend this product. This color is also beautiful.
Melissa	5	Lovely shade!	I got this hoping it would match up to my L'Oreal 701 Mulberry and luckily it did. I've been wearing 701 for at least 20 years and they decided to discontinue it. It is almost exact to what I wanted, so I'm now a customer for life. Please don't ever get rid of Dreamer. lol
Dee D.	5	My First of Many	The color is vibrant and luscious. It makes my lips feel soft and smooth and let's face it, sexy too! Color stays on for the long run. I'm going to try more shades soon!
Shanley	5	I Love These Lipsticks!	I have purchased Huntress, Rose, and Wildberry and love them all. I have found them to be slightly lighter than pictured, which works great for my coloring.  I will continue to buy more more as I believe that that are good quality and very reasonably priced.
ChristyL	5	Best ever!	I just received my flawless shade of lipstick. This is by far the best shade and best lipstick I have bought in a very long time. It goes on very creamy and stays that way and the shade is beautiful. I hate it when I buy lipsticks that end up on my teeth in the first few minutes. This does not happen with this brand. I am going to be ordering several more colors. Definitely worth the price and then some!! And the fact that this company gives back seals the deal for me.
Sandy	5	Great Color	Love the color as well as the smooth, creamy feel. The color is universal and goes with everything. This is my new "go to" lipstick.
Blanca R.	5	So nice	I saw this in an ad i was well let me give them a try being 42 sometimes the lipstick out there are to for teens i am glad i did i like the colors they do stay on very well i also loved that by buy this we get to help out i did place other order great lipstickes
Victoria B.	5	Wonderful	I can't say enough about this lipstick. It goes on smooth, lasts better than anything I've tried including those sticky stain ones, and it feels nice.
Debra O.	5	Perfect shade for me!	After much searching, I've finally found a great shade of lipstick for me! This is one that doesn't turn "too orange!" or "too pink!" like most lipsticks do on me. I have sort of deep-colored lips for a caucasian, so it's really hard to find a good color. I bought Revolutionary, Cocorazz, and Irresistible together, and I love all three. Thanks, Color the World!
Linda N.	5	Warm tone color	I love the new WARM tone color I chose this time. I found a section on your website that listed cool tones and warm tones and would love a WARM tone bundle next time. So moist and creamy - love your lipsticks!
Judy N.	5	Color perfect	Great color, stays on my lips..although i do eat it off on occasion..the color is good and it does not bleed into those annoying little lines around my mouth....I'm almost 70 and this color just gives a little light to my face...great lipstick!
Diane	5	Very creamy for my super senior lips!	I ordered this 3-pack and am very pleased with the product. Two out of the three colors are good for me. The lighter one I'll pass on to a younger friend. I especially like the red color - not too dark!
Cheryl S.	5	excellent product	I took a chance on the bundle and am happy to say that they all are very nice in terms of color for me. I use Kisses - the lightest - in the center of my lower lip. Great staying power and feel. Highly recommend.
Donna C.	5	Love these	Very subtle colors; smooth and creamy
Karen S.	5	Great Coral Pink Color	This coral shade will go with coral or pink colors. A great color for summer.
Debra S.	5	My favorite!	So far, I love all that Ive tried. But, pretty in pink just became my new favorite! 💖
Karen S.	5	Great color, great coverage	This lipstick is a beautiful shade of pink with just a hint of purple. Best of all, it performs like the other Color the World lipsticks—no bleeding, no feathering. I’m 74 years old. Since I found CTW, I won’t wear anything else..
Kay B.	5	Love Color the World	I bought this lipstick as a gift for my 94 year old mother and she absolutely loves it!
Debbie B.	5	Great colors!	Great colors!
Johnnie T.	5	Love them	I like these lipsticks. I bought this for my daughter's birthday and she loves them. They have a creamy consistency and stay put.
Pauline J.	5	great lipstick	I love the color and texture of this lipstick. True russet reds are hard to find and this is a very good one.
Linda H.	5	Velvety	Love the feel of this lipstick. It glides on beautifully. Would definitely recommend.
Katherine M.	5	Love it	So enjoying my new lipstick. And very pleased that the case is made from paper/fiber. Have not seen that mentioned in the advertisng. Maybe I missed that; I am pleased to see it. Don't need plastic cases.
Geraldine B.	5	Love love love my Huntress	Love love love my Huntress Trio
Katherine M.	5	Love it	So enjoying my new lipstick. And very pleased that the case is made from paper/fiber. Have not seen that mentioned in the advertisng. Maybe I missed that; I am pleased to see it. Don't need plastic cases.
Geraldine B.	5	Love love love my Huntress	Love love love my Huntress Trio
June B.	5	Love this lipstick !	Love this lipstick !
Kathy A.	5	Beautiful	I love my lipstick, it is a very beautiful color. I get alot of compliments on it when I go out. The color never bleeds always stays the same. I have never been disappointed. Love Color The World.
Ernestine B.	5	Great color of lipstick for	Great color of lipstick for a more mature woman. Just love all your lipsticks.
Jan P.	5	Love this color!	Great looking color and such a cute print on the tube. Lipstick glides on smoothly but feels a little drying. I love the idea that a portion of the sales goes towards a cause.
Patricia H.	5	Love the soft feel and	Love the soft feel and reactions!
Marian B.	5	ROSE GOLD	I JUST, LOVE THIS COLOR OF ROSE GOLD. NEVER HAVE I HAD SUCH A NICE COLOR AND SUCH GOOD LOOKING LIPS, YOUR LIPSTICKS, ARE THE GREATEST, VERY, VERY HAPPY.
Kate G.	5	Wonderful!	These do Not creep into vertical lines as all my other lipsticks do. These go on smoothly and my lips feel moisturized after applying. I would recommend this product to any eoman regardless of age!
Deborah D.	5	First time purchase	I was reluctant to purchase products from a company I had not heard of before but so happy I did. The product is great an the color is wonderful. Problem is deciding what shade I would like to try next.
Sheryl T.	5	Very nice lipstick. Does not	Very nice lipstick. Does not irritate my lips like others do.  I would recommend this product. I love the cardboard case. It is very light and can be recycled.
Judy G.	5	beautiful	beautiful
Tammy F.	5	Feels good on. The colors	Feels good on. The colors are what I expected
Gail P.	5	Great!	Fantastic color, great coverage.
Debra S.	5	Love it!	I love the color and texture. Creamy but lasts!
Jill T.	5	Just the most perfect shade!	Just the most perfect shade!
Debbie R.	5	Beautiful color. I love this	Beautiful color. I love this lipstick!
Karen L.	5	I love the color and	I love the color and the smooth feeling on my lips.
Gayle A.	5	Very moisturizing	Very moisturizing
Marlene S.	5	Love the product no sepage	Love the product no sepage into fine lines. The product goes on smooth with out drying the lips
Susan R.	5	Great feel!	Bought a couple of Color The World lipsticks... nice colors, complimentary to our aging skin! Great feel and sweet, simply designed cases. Would buy again!
Tiffany T.	5	Best lip treatment	I’ve finally found the best lip treatment! It’s very moisturizing without being sticky or heavy and my lips are in better condition than they have in years! Try it, you won’t regret it.
Gayle A.	5	Very moisturizing	Very moisturizing
Jeretta D.	5	Girls Night Out	Love the color and it goes on really smooth. Glad to help support the cause.
Rose H.	5	Smooth, creamy, nice color.	Smooth, creamy, nice color.
Nita M.	5	Lip colors	I love the two shade of lipstick received Coco Razz and Rose Gold they both work well with my grey hair. The lipstick goes on smooth and my lips feel great. Also, I like the fact they are sealed and the cases are beautiful.
Lisa B.	5	Love this lipstick trio	Great colors, lasts a long time without fading, and stays on my lips without bleeding into the fine lines around my mouth. Definitely recommend others give it a try!!
Carolyn M.	5	Beautiful colors, sm-o-o-th lips. I	Beautiful colors, sm-o-o-th lips. I have several colors with Wildflower, and they give me a wardrobe of colors, as you can layer them for great new looks. The lip conditioner (no color) is the best thing I have found to smooth my lips at night (after I exfoliate them with a soft toothbrush)...I make sure to use the conditioner on those mean little vertical lip lines, and they are getting less visible all the time! YAY!
Gloria F.	5	Vibrant color, smooth lipstick	I'm enjoying the new lipstick very much. It glides on smoothly and definitely does not feather, as the ads say. I ordered several colors, and like them all. Would definitely recommend these lipsticks! Thank you.
Victoria K.	5	Great find!	This lipstick feels wonderful on the lips and has become my new favorite. The color is a mauvey nude and works well with my complexion (pink undertones).
Jeretta D.	5	Girls Night Out	Love the color and it goes on really smooth. Glad to help support the cause.
Candace C.	5	Love..love..love this lipstick!	I am in love with this lipstick color and I am beyond excited that it does stay in place. No fraying or fading!!! I have bought three other colors as well and they are all wonderful.
Eva P.	5	loved all the lipsticks I	loved all the lipsticks I bought!
Pamela S.	5	Love it!	So creamy and luscious!
Catherine C.	5	I look forward to wearing	I look forward to wearing lipstick again. This lipstick is smooth and easy to wear.
Cynthia A.	5	Great color, packaging, and cause	Great color, packaging, and cause
Kathy B.	5	great	Like many my age lipstick does not stay where is belongs until now. Am so pleased with Color The World. will be buying more
Mary P.	5	I love this lipstick!	This lipstick met all my needs - the color is perfect and as described, it goes on easily and leaves my lips feeling moist and a donation goes to a worthy cause. I'll be ordering again.
Susan S.	5	Wonderful product and the color	Wonderful product and the color is divine!
Debbie B.	5	Dragon fruit	I was kinda nervous about ordering a lipstick color on but the color is beautiful and the lipstick is smooth. Really happy with my purchase.
Connie V.	5	Needed a pink	It’s true what I read, no bleeding into fine lines & wears for a long time. The color is little too light for me but with a liner is fine. I will be ordering more.
Diane A.	5	Great Lipstick for a Great Cause	This is the perfect color (Foxy). Very natural looking for a brunette. The lipstick has a creamy texture, but does not slide off like other lipsticks. I will purchase again and again.
Amy P.	5	Great lipstick!	Love the color and the texture. I'd buy every lipstick if I could. Love that they are clean and the colors are all fabulous.
Kathy R.	5	Perfectly neutral color that gives	Perfectly neutral color that gives just the right amount of color to my lips without being gaudy. Love it! It’s so natural!
Debbie B.	5	Dragon fruit	I was kinda nervous about ordering a lipstick color on but the color is beautiful and the lipstick is smooth. Really happy with my purchase.
Susan M.	5	Perfect color	Love this lipstick, stays on, feels wonderful and fresh. I am totally happy and glad to help the kitties!
Catherine C.	5	Wonderful Lipstick 💄	I was very pleased to get the Color the World lipsticks! But a little disappointed that the color I though I purchased turned out to be a little too light for me! I hope to get a darker shade next time!
Jane J.	5	Lovely lipstick	Beautiful color and very moist
Alice L.	5	Great	I really like these lipsticks. They are beautiful and look so good!
Catherine R.	5	NICE	I've only been wearing this lipstick for a short amount of time.But l can say honestly that l like it. It's soft, creamy, and my lips feel very hydrated when wearing it. I love that some of the proceeds go to important causes. I'm still trying to find my right shade. But it's fun getting to it. Good customer service and all things combined make this a smart purchase.
Barbara P.	5	Great lipstick	Great lipstick for a great cause. I like the color and it applies easily. Lasts longer than most regular lipstick. I purchased 3 colors and will purchase again.
Terri P.	5	Love them and the shades	Love them and the shades are perfect.
Rebecca H.	5	Wow; I'm impressed!	I am enjoying the set I received as well as the Mint To Be Vegan Lip Treatment! The colors are fabulous, not overwhelming and the lip treatment makes my lip silky smooth!
Mary P.	5	I love this color and	I love this color and it goes with my Olive complexion beautifully. My lips feel so moist.
Shirley N.	5	Huntress	Love it!
Carol J.	5	True to their word	Have been buying less products advertised on Facebook because I was not happy with them but not true about Color my World lipsticks . I was very pleased . The only negative would be that the color is slightly different than the pictures but I would expect that .
Maria M.	5	Great color!	I love the fact that the ingredients are all natural .
Mary S.	5	Love this lipstick. Definitely going	Love this lipstick. Definitely going to buy more colors.
Nellie S.	5	Flawless lipsticks	I just love the pancaking cupboard casing is so colorful and light weight  Thank you Nellie, Fl
Marjorie P.	5	Flirt Away	The description referred to Flirt as a red, but I think iti s more of a deep coral. Very pretty. I love the fact that purchases contribute to good causes.
Wendy T.	5	Luscious!	LOVE LOVE this lipstick! It stays put and does not feather. I am 65 yrs old and this feels so good on your lips!
Martha G.	5	Mint To Be	Goes on nicely and feels good.
Sheryl T.	5	Love the color.	Love the color.
Kim K.	5	They feel so smooth!	They feel so smooth!
Laurie B.	5	Instant Glowing Skin	What can I say this is the color and shimmer that gives you that instant glow and tan. My fav so far. I’m a red blonde with medium skin color and it’s perfect. Who would have thought this color could make me feel so great! Thank you
Gail P.	5	Great!	Pretty color, great coverage.
Nancy Q.	5	Mint to be	Feels wonderful - keeps my lips moist!
Janis C.	5	nice lipstick	creamy and lasts.....nice color. Would purchase again.
Mary S.	5	Love texture and smoothness!	Love texture and smoothness!
Karen L.	5	A softer color that wears	A softer color that wears well.
Dayse A.	5	Great lipstick	I am hooked on these lipsticks, I have 7 and love them all.
Joanna R.	5	Great color for me	This lipstick is working out very well for me. I was worried about choosing color on the internet but it's good. I just ordered a bundle of three to try other colors.
Marjorie K.	5	My third order	Love the colors I got this time. Since I started using this lipstick my lips are softer and don’t feel chapped all the time. I have also noticed that I can eat and the color is still on my lips. Love it!!!
Jana T.	5	Love it!	Product is smooth and feels good on my lips. The mint is the best.
Janet W.	5	Love these!	These lipsticks are everything they promised. They do NOT bleed into your lip line and feel wonderful! I bought 2 for my friends and they love them too. Empowered is a gorgeous neutral shade.
Susan C.	5	Lovely color	Perfect lipstick. Love the color and the creaminess. Doesn’t bleed which is what I was hoping for! I will definitely buy another lipstick from Color The World.
Karen S.	5	Great Red	This shade of red is perfect for a cool skin tone. Most reds turn orange on cool skin tones, this one does not!
Susan R.	5	Great neutral color	Good feel, simple packaging... would buy again!
Dianne L.	5	Empowered lipstick	This was for a good cause nice packaging and nice lipstick maybe get a couple more but a little bit lighter any ideas?
Molly H.	5	Exactly like it says. Color	Exactly like it says. Color spot on and absolutely no feathering
Ellen W.	5	Love these lipsticks	I have ordered numerous colors now and I love every one of them. They go on beautifully and stay on. I really like the fact that they support different causes and the designs on the outside are great. I will definitely order again..
Joan M.	5	Stron Women Pack	I love the creaminess and texture of your lipsticks. I really only like one of the colors of those three on me - but that's not really a negative comment - just one of those things. Some colors that you think will look good aren't as becoming as you think on your particular complexion. I ordered another rose shade recently and I love it! Your lipsticks are very good. I'd highly recommend them. I think you almost have to experiment some to come up with which colors are best for you. Thanks!
Sally T.	5	Terrific for so many Reasons	Love, love love these lipsticks! I cannot rave enough about all the lush colors and the long lasting staying power of these lipsticks. The texture is smooth and my lips feel very hydrated. Can’t wait to purchase even more neutral shades!
Denise J.	5	Beautiful!	I ordered Dragon Fruit and the lip conditioner. I love the color, it is so pretty on my lips and the conditioner makes your lips so soft that the lipstick glides on nicely. I plan on ordered again as I was very pleased with the products, and the really quick service!
Kathy T.	5	24 K	As always wonderful lipstick, I love every color I have, I found 24 K was too brown for me alone so I put a pinker one under it , think I should have ordered the rose gold, but still the best lipstick I’ve ever used by far , it’s so creamy I really love them , I won’t wear any other lipstick now , ❤️
Linda S.	5	Rose-Save the Sea Turtles	Pretty pale warm pink color with a matte finish. Wonderfully soothing on the lips without any sticky feeling.
Diane D.	5	These lipsticks are all what	These lipsticks are all what was written about them. I have a total of six of them now and even though some of the colors are too light for me I can always darken them up with another lipstick on top of but very smooth and pretty colors ! I will be buying more in the future ! Rose gold is by far my very favorite one!💕
George F.	5	nice and creamy	I am sensitive to most cosmetics, but these lipsticks have no caused any problems,. so far!
Linda M.	5	Mint To Be	I love it. When you apply it to your lips they become very happy,
Cecilia O.	5	Strong Women pack empowered flawless	Lipstick feels great on and doesn’t run.  It delivers a smooth look. Love it , but wished I ordered some darker colors.
Tracy A.	5	I give this 5 stars	This a wonderful product I will order again
Carol P.	5	Love, love, love this lipstick.	Love, love, love this lipstick. It is smooth and makes my lips feel moist and pretty. This color was perfect for me. My fav.
Dianne I.	5	My review	I’m anxious to try some other colors . The Cashmere  Was a little lighter than I expected . I tend to use more of Amber tones. Think it’s a good product overall Thank you
Candace C.	5	Just amazing!	Empowered is a beautiful color and I am beyond happy that it stays in place. No fraying and the color last most of the day.
Alba H.	5	Love it!	Love both of these new colors! Color The World lipsticks never disappoint! Thank you!
Ginny P.	5	Love the colors...subtle color, yet strong!	Love the “wearability “ and the colors! Purchased as gifts AND for myself!
Sue B.	5	Love the color	Stays on a long time. Great color. Most of all, I love that the purchase is used for a reason close to my heart.  Thank you, color the world.
Gayla W.	5	My favorite color	Love my Flawless lipstick, the case is adorable. The color is subtle almost mauve. Feel beautiful when i wear it!
Kathleen H.	5	Love this lipstick very moist	Love this lipstick very moist on lips. Love the color. Will buy more
Michelle F.	5	Love this lipstick! Goes on	Love this lipstick! Goes on creamy and love the color
Jane L.	5	In love with my Flawless	This product is heaven sent for mature women! I love the way the lipstick does not feather or bleed! It’s so creamy and feels Great on my lips! So glad that I tried it.
Helen P.	5	Another beautiful color	So natural and lovely. So happy with this color 😍
Kathy F.	5	Love the name and color	Love my new lip color. Lasts a long time, doesn’t run,moisturizing
Arlene N.	5	Huntress	This lipstick is awesome and it’s helping to find a forever home for a dog.
Connie F.	5	Really happy with my Strong	Really happy with my Strong -Woman Pack
Jane B.	5	Revolutionary	Love the color! After my intial purchase of 2 other lipstick colors, I knew I loved the feeling of it on my lips...no feathering at all. Great product
Rebecca H.	5	Love this stuff!	I do love the way my lips feel after I apply this. I use it under the lipsticks I ordered here and it really makes a difference.
Diane W.	5	Great	Love this as much as I love the lipstick.
Judy L.	5	Nice!	This lipstick feels nice, doesn't feather and lasts a long time.
Sharren C.	5	Great	Loved it 😊 ordered a different trio set & got it today colors are great 😍
Margaret D.	5	Great find!	Love this neutral/pink color with a bit of shine. Stays on well and doesn’t run into my lines. Happy that my purchase helps a good cause and that it’s all natural.
Elizabeth P.	5	Absolutely love this pink! It	Absolutely love this pink! It was the perfect hue for me. Thanks so much for these beautiful colors.
Judy W.	5	Thanks for this lipstick. It	Thanks for this lipstick. It is the best. And your customer service is great not rude but so so very helpful and friendly.
Wendy T.	5	Luscious!	LOVE LOVE LOVE this lipstick. I am 65 yrs old and this lipstick stays put, stay smooth and creamy too.
Melissa D.	5	Beautiful	The colors are as beautiful as the packaging, and I love how it feels on my lips. I’m getting a set for a friend too.
Wanda S.	5	KISSES-Homes for our Troops. One	KISSES-Homes for our Troops. One of three of my first purchase. Love this color, as well as, the others. It holds true that it does not run. Great product!
Sheryl T.	5	Very smooth lipstick. I like	Very smooth lipstick. I like the idea of money going to charity.
Ann O.	5	New favorite color	I like this color....it’s my new favorite
Mary T.	5	Yes!	Love the color. The feel. And my lips are staying healthy! Thank you!
Carol P.	5	Favorite lipstick	I’m so pleased with every purchase from Color the World. They have made a believer out of me.
Gail M.	5	Long lasting	First time buying this lipstick. Love it! Makes my lips feel young again, 67 years old. Smooth, long lasting and fragrant free. I've already ordered again.
Beth M.	5	Amazing!	I absolutely love these lipsticks! I am always searching for lipstick that stays on, doesn't feather or sink into lines, with good color at a great price. Well, the search is over! I will be ordering all of my lip color from Color The World from now on. Supporting worthwhile cause while getting a fabulous lip product is a win-win for everyone. Try it, you won't be disappointed!
Charlene G.	5	Great Product	I loved these lipsticks and plan to buy more! I bought “Flawless”. It’s a bit too pastel pink for me, but I still love the way it feels, and it stays on my lips a lot longer than most lipsticks. I’m planning on trying other colors.   I also bought the “mint to be” and especially like that. It’s a creamy natural lip moisturizer. I bought 2 extras for gifts.  I want to mention the containers. They feel like paper and are really fun!
Dayse A.	5	Smooth and so pretry	Smooth and so pretry
Allan S.	5	Perfect for me.	I was skeptical about ordering lipstick online, but was pleasantly surprised. The color is just right and it does last. I ordered a packet of three and look forward to receiving the.
Marcella G.	5	Great lipsticks	I love these lipsticks I have bought 3 different shades now and they are all fantastic! Very creamy and last a long time!
Vicky E.	5	Very pleased with this lipstick.	Very pleased with this lipstick. It goes on very smooth & stays very well.
Carolyn S.	5	I'm in love with this product	I love love love my new lipstick!!! Ordering was easy. Delivery was fast. Product is phenomenal!!!!
Leelinda B.	5	Great lips	Love the new lipstick I purchased. Decided on the 3 pack Strong Women. Goes on smooth and feels moist. The colors are more lavendar/lilac than pink/red. Now I need to buy red.
Karen S.	5	Subtle Nude	Love this color for an everyday, so everywhere color. So creamy makes your lips feel great!
Lena G.	5	Glamberry	Love it!
Janet S.	5	Lovely	This color is quite subtle but lovely...and stays on!
Sue S.	5	Love the rich colors with	Love the rich colors with a touch of gold.
Julie D.	5	Love the shade, goes on	Love the shade, goes on easy  Delivery was on time.
Kinna S.	5	Strong Women Pack	I LOVE these lipsticks! The colors are perfect, apply smoothly,don't feather and are long lasting.
Denise J.	5	Love it!	This wonderful lip treatment feels luxurious on my lips and has a nice minty feel to it too. The packaging is beautiful and it makes me feel good to support worthy causes.
Jo R.	5	True to their word...	Color the World lipsticks live up to the advertising!
Jean M.	5	Nice neutral shade	My second purchase and another nice shade. Someone there has an eye for color!
Marilyn M.	5	Cashmere	Love the color. Feels great and stays on a long time.  Refreshes my lips!!!
Lisa R.	5	LOVE THEM ALL !!!!	Finally found a neutral that I love ! All 3 shades are perfect for me . I was a little leery of the darkest but its not at all dark on my lips. Also it stays put throughout the day .
Catherine P.	5	Very nice	Very nice
Bonnie D.	5	Dragon Fruit Lipstick	It's a lovely medium pink with a slightly lavendar cast....Love it!
Leanne T.	5	Nice colors, creamy formula, cute	Nice colors, creamy formula, cute packaging! Will be trying darker shades next time now that I have an idea of true colors in comparison to pictures on ordering site.
Lydia C.	5	Doesn't bleed!	Yes! Beautiful color lipstick that doesn't bleed into lip lines. It is also a lipstick that lasts. Will definitely be purchasing additional colors. So glad there's a lipstick that stays in it's place.
Roxie M.	5	Love the colors & textures	Love the colors & textures
Candace C.	5	Love this color!	Flawless is by far my favorite color and I am beyond happy that it stays in place. No fraying and the color last most of the day.
Pamela S.	5	Beautiful.	I love the sheerness. I agree with all the previous reviews. Lovely product!
Audrey H.	5	love this lipstick . so	love this lipstick . so pretty. moist.  you will love it too. try it and u will see
Katie G.	5	Love this lipstick, very conditioning	Love this lipstick, very conditioning on the lips. Goes on easy, stays on
Linda P.	5	Rose Gold	My new rose gold lipstick is great. It goes on smooth, doesn’t cake or smear and stays on a long time. Very happy with it.
Bernadine H.	5	This lipstick feels so go	This lipstick feels so go on my lips. So smooth no caking up
Karen B.	5	Wonderful!	Love the color and smoothness of this lipstick! Thank you. ❤️❤️
Debbie B.	5	Empowered	Love the color and the product!
Karen P.	5	Happy with Lipstick	I haven’t tried all of them yet but I do like the texture and look.
Lorraine B.	5	I really like the color!	I really like the color! Keep those vitamins and medications coming!!
Helen P.	5	Pretty	So lovely!
Kathy F.	5	Love the color and moisture	Love the color and moisture for my lips
Judy M.	5	Very pleased w new lipstick.	Very pleased w new lipstick. It
Terri P.	5	Minty	Second time I have purchased, the the minty flavor. Great under lipstick as a base or alone.
Sher	5	I LOVE these lipsticks	The looked a bit darker than what I usually wear, but when I tried them on they were much lighter and they feel wonderful on my lips. I love the colors and I will be buying more colors!!!
Margaret F.	5	This is the color for me!	It's hard to tell from a picture, but I tried my first lipstick- too light. I ordered another one that I thought would be too dark and it's perfect! I think this is the best lipstick I have ever had!!
Debra O.	5	Perfect shade for me!	I bought this lipstick along with Irresistible and Revolution, and I love all three. They don't make my lips look orange or too pink...just right!
Lianne S.	5	VERY PLEASED	I recently purchased 4 different shades from the Color the World Lipsticks and I love them all. The shades are beautiful and go well with my skin tone (as advised). They go on smoothly and the color lasts a long time. I also love the Mint to Be (colorless) because my lips are dry and get chapped easily and it works better than any chap stick that I've ever tried !!
Bryna R.	5	The best	It works!
Cynthia S.	5	Glam Pack	Loved my new Glam Pack! The colors are vibrant and they glide on like silk. Best lipstick I've ever found that doesn't feather and is so creamy and moist. Cindy Stone
Wendy S.	5	Love love love it	True to the claim, it does not feather or show lip lines. Being over 50 and a former smoker, the feathering/bleeding is a concern and no more when I use my Flawless. I am so impressed with this lipstick. From the pretty packaging to the terrific color and non drying formula I cannot wait to try some more colors. The fact that the company gives back and supports numerous causes is the icing on the cake. SO happy I found you.
Sharon R.	5	This is a new product for me.	I love this color and moisture...I have ordered 3 more colors!
Judith P.	5	Creamy and pretty	Love the texture of this lipstick and the color is a perfect neutral. The case is so cute and fun to carry with me.
Robin A.	5	Received Four More Colors!	As always, the lipstick proves to be exactly what they say it is. They are beautiful and keep my lip soft. I love the colors and I want to get more to share with my friends and family.
Rebecca R.	5	This is the greatest I	This is the greatest I have EVER used & I have used Dior,Chanel.....many. It stays in place, stays on & DOES NOT run into fine lines & wrinkles !!!!!! I am ordering every color . I never plan to run out 😍
Elizabeth S.	5	Very satified!	I hardly ever wear lipstick because I never like the shade it becomes on me. I like soft mauve or pink colors. I also bite and pick my lips so lipstick doesn't stay on very long. This lipstick feels very soft and creamy on my lips and I love the color (Flawless) for everyday use, which I'm beginning to do. I would like to have a shade darker for evening wear. So I'll probably order the next shade in the trio.
Sandy M.	5	Cute container	I love the one I got...Will get a darker shade next time
Carol S.	5	Bought three.	The colors are wonderful. Like the texture of the lipstick, goes on easy. Bought 3 in the pink shades, love the “ Kisses” shade.
Donna M.	5	Excellent	Excellent
Kim S.	5	Love the flowers on the	Love the flowers on the outside and the color of this lipstick. Stays on and not greasy. Love that it’s all natural.
Barbara P.	5	Irresistible	Love this lipstick. Love how it doesn’ smear and how color does not fade away easily.
Charlene G.	5	Best Ever	I can only say it’s the best I’ve ever used! It feels so good on my lips. My lips stays moist for a longer time too.  Fun packaging and makes great gifts!
Pamela S.	5	Perfect for summer!	I love this color. I bought this and two others for my first purchase. I’m very pleased. Can’t wait to pick out my next colors!
Diana P.	5	Beautiful Color. Love how your	Beautiful Color. Love how your products give back to wonderful causes!!!
Karen S.	5	Its name says it all	The perfect shade if pink! Coverage is complete but not heavy. I love the natural look of all the shades I’ve tried—this one is a favorite.
Rachel G.	5	Love it!	Very subtle color. Very natural looking. I'm 65 and I didn't think I could use lipstick anymore. This has changed my mind.
Margaret R.	5	The very best lip stick	The very best lip stick I've ever used. Colors are beautifull. It is creamy and very moisturizing
Joan R.	5	I am skeptical on ordering	I am skeptical on ordering certain products on line, but I have to say Color My World lipstick is very nice. It’s moist goes on nicely, I would recommend thus to everyone. Thanks again for this wonderful product.
Susan B.	5	Perfection!	Love these lipsticks. They don’t slip into my age lines and yet they’re wonderfully creamy!!
Janet S.	5	Nice color	Not too dark nor too light
Diana P.	5	Beautiful Color. Love how your	Beautiful Color. Love how your products give back to wonderful causes!!!
Rose N.	5	Beautiful!	Lovely color, good coverage and no nasty taste. My new “ go to “ lipstick
